CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,CustomerType,Cluster,Segment,DBSCAN_Cluster,Churn
13250.0,461,19,253.09,1,2,1,121,Regular,1,Loyal Customers,0,1
13251.0,402,25,252.68,2,2,1,221,Regular,1,Loyal Customers,0,1
13252.0,394,19,399.3,2,2,2,222,Regular,1,Loyal Customers,0,1
13253.0,157,75,2951.11,3,4,5,345,Regular,2,At Risk Customers,0,1
13254.0,376,4,51.41,2,1,1,211,Regular,1,Loyal Customers,0,1
13255.0,9,26,678.76,5,2,3,523,Loyal Customer,2,At Risk Customers,0,0
13257.0,436,7,149.75,1,1,1,111,Regular,1,Loyal Customers,0,1
13258.0,12,44,1009.43,5,3,3,533,Loyal Customer,2,At Risk Customers,0,0
13259.0,62,313,1402.54,3,5,4,354,Regular,2,At Risk Customers,0,0
13260.0,61,8,557.62,3,1,2,312,Regular,2,At Risk Customers,0,0
13261.0,269,9,944.1,2,1,3,213,Regular,1,Loyal Customers,0,1
13262.0,263,50,573.45,2,3,2,232,Regular,2,At Risk Customers,0,1
13263.0,1,1905,8676.2,5,5,5,555,Loyal Customer,0,VIP Customers,0,0
13264.0,443,38,722.5600000000001,1,3,3,133,Regular,1,Loyal Customers,0,1
13265.0,53,90,2092.66,4,4,4,444,Loyal Customer,2,At Risk Customers,0,0
13266.0,11,307,6135.04,5,5,5,555,Loyal Customer,2,At Risk Customers,0,0
13267.0,3,411,9429.81,5,5,5,555,Loyal Customer,2,At Risk Customers,0,0
13268.0,18,433,3174.75,5,5,5,555,Loyal Customer,2,At Risk Customers,0,0
13269.0,1,486,8537.32,5,5,5,555,Loyal Customer,2,At Risk Customers,0,0
13270.0,366,1,590.0,2,1,2,212,Regular,1,Loyal Customers,0,1
13271.0,37,87,211.49,4,4,1,441,Loyal Customer,2,At Risk Customers,0,0
13272.0,31,15,276.56,4,1,1,411,Loyal Customer,2,At Risk Customers,0,0
13273.0,113,16,138.98,3,1,1,311,Regular,2,At Risk Customers,0,1
13274.0,409,19,360.85,2,2,2,222,Regular,1,Loyal Customers,0,1
13275.0,384,48,238.86,2,3,1,231,Regular,1,Loyal Customers,0,1
13276.0,64,239,1891.91,3,5,4,354,Regular,2,At Risk Customers,0,0
13277.0,16,23,523.3,5,2,2,522,Loyal Customer,2,At Risk Customers,0,0
13278.0,41,108,1435.85,4,4,4,444,Loyal Customer,2,At Risk Customers,0,0
13279.0,78,9,137.75,3,1,1,311,Regular,2,At Risk Customers,0,0
13280.0,122,205,2293.33,3,5,4,354,Regular,2,At Risk Customers,0,1
13281.0,439,22,350.85,1,2,2,122,Regular,1,Loyal Customers,0,1
13282.0,18,51,1313.19,5,3,4,534,Loyal Customer,2,At Risk Customers,0,0
13283.0,60,20,373.36,3,2,2,322,Regular,2,At Risk Customers,0,0
13284.0,331,13,201.19,2,1,1,211,Regular,1,Loyal Customers,0,1
13285.0,23,231,3364.59,4,5,5,455,Loyal Customer,2,At Risk Customers,0,0
13286.0,600,49,734.91,1,3,3,133,Regular,1,Loyal Customers,0,1
13287.0,603,53,781.59,1,3,3,133,Regular,1,Loyal Customers,0,1
13288.0,443,10,927.61,1,1,3,113,Regular,1,Loyal Customers,0,1
13289.0,724,16,307.95,1,1,2,112,Regular,1,Loyal Customers,0,1
13290.0,438,1,208.63,1,1,1,111,Regular,1,Loyal Customers,0,1
13291.0,156,318,3270.79,3,5,5,355,Regular,2,At Risk Customers,0,1
13292.0,39,59,994.51,4,3,3,433,Loyal Customer,2,At Risk Customers,0,0
13293.0,392,72,1192.94,2,3,3,233,Regular,1,Loyal Customers,0,1
13294.0,190,102,1689.53,2,4,4,244,Regular,2,At Risk Customers,0,1
13295.0,360,67,1101.97,2,3,3,233,Regular,1,Loyal Customers,0,1
13296.0,137,53,792.51,3,3,3,333,Regular,2,At Risk Customers,0,1
13297.0,8,123,4368.62,5,4,5,545,Loyal Customer,2,At Risk Customers,0,0
13298.0,1,2,360.0,5,1,2,512,Loyal Customer,2,At Risk Customers,0,0
13299.0,268,62,1218.7,2,3,3,233,Regular,1,Loyal Customers,0,1
13300.0,169,55,1285.51,3,3,4,334,Regular,2,At Risk Customers,0,1
13301.0,104,81,618.09,3,4,3,343,Regular,2,At Risk Customers,0,1
13302.0,155,3,159.2,3,1,1,311,Regular,2,At Risk Customers,0,1
13303.0,400,4,61.72,2,1,1,211,Regular,1,Loyal Customers,0,1
13304.0,351,78,1217.99,2,4,3,243,Regular,1,Loyal Customers,0,1
13305.0,4,200,3616.41,5,5,5,555,Loyal Customer,2,At Risk Customers,0,0
13306.0,430,4,53.65,1,1,1,111,Regular,1,Loyal Customers,0,1
13307.0,120,15,273.34,3,1,1,311,Regular,2,At Risk Customers,0,1
13308.0,23,71,1670.37,4,3,4,434,Loyal Customer,2,At Risk Customers,0,0
13309.0,7,130,1706.37,5,4,4,544,Loyal Customer,2,At Risk Customers,0,0
13310.0,28,95,1541.2,4,4,4,444,Loyal Customer,2,At Risk Customers,0,0
13311.0,4,26,598.57,5,2,2,522,Loyal Customer,2,At Risk Customers,0,0
13312.0,451,5,124.75,1,1,1,111,Regular,1,Loyal Customers,0,1
13313.0,22,187,3445.32,4,5,5,455,Loyal Customer,2,At Risk Customers,0,0
13314.0,2,62,775.94,5,3,3,533,Loyal Customer,2,At Risk Customers,0,0
13315.0,689,22,310.26000000000005,1,2,2,122,Regular,1,Loyal Customers,0,1
13316.0,37,173,12940.82,4,4,5,445,Loyal Customer,2,At Risk Customers,0,0
13317.0,66,344,6486.091,3,5,5,355,Regular,2,At Risk Customers,0,0
13318.0,1,20,640.76,5,2,3,523,Loyal Customer,2,At Risk Customers,0,0
13319.0,5,923,21323.22,5,5,5,555,Loyal Customer,0,VIP Customers,0,0
13320.0,78,149,2211.6,3,4,4,344,Regular,2,At Risk Customers,0,0
13321.0,72,11,567.36,3,1,2,312,Regular,2,At Risk Customers,0,0
13322.0,17,25,199.48,5,2,1,521,Loyal Customer,2,At Risk Customers,0,0
13323.0,3,21,787.85,5,2,3,523,Loyal Customer,2,At Risk Customers,0,0
13324.0,36,132,10513.47,4,4,5,445,Loyal Customer,2,At Risk Customers,0,0
13325.0,82,12,675.3,3,1,3,313,Regular,2,At Risk Customers,0,0
13326.0,432,13,281.76,1,1,1,111,Regular,1,Loyal Customers,0,1
13327.0,39,321,9134.48,4,5,5,455,Loyal Customer,2,At Risk Customers,0,0
13328.0,316,17,1308.48,2,2,4,224,Regular,1,Loyal Customers,0,1
13329.0,32,118,4808.77,4,4,5,445,Loyal Customer,2,At Risk Customers,0,0
13330.0,93,117,2796.1,3,4,4,344,Regular,2,At Risk Customers,0,1
13331.0,402,12,262.4,2,1,1,211,Regular,1,Loyal Customers,0,1
13332.0,14,21,350.90000000000003,5,2,2,522,Loyal Customer,2,At Risk Customers,0,0
13333.0,411,55,1015.74,1,3,3,133,Regular,1,Loyal Customers,0,1
13334.0,82,474,6201.8,3,5,5,355,Regular,2,At Risk Customers,0,0
13336.0,77,51,795.12,3,3,3,333,Regular,2,At Risk Customers,0,0
13337.0,546,87,1575.26,1,4,4,144,Regular,1,Loyal Customers,0,1
13338.0,158,128,2445.62,3,4,4,344,Regular,2,At Risk Customers,0,1
13339.0,201,54,860.12,2,3,3,233,Regular,2,At Risk Customers,0,1
13340.0,45,215,22100.56,4,5,5,455,Loyal Customer,2,At Risk Customers,0,0
13341.0,261,42,775.85,2,3,3,233,Regular,2,At Risk Customers,0,1
13343.0,178,19,353.43,3,2,2,322,Regular,2,At Risk Customers,0,1
13344.0,68,116,2511.69,3,4,4,344,Regular,2,At Risk Customers,0,0
13345.0,288,20,389.5,2,2,2,222,Regular,1,Loyal Customers,0,1
13346.0,463,6,299.4,1,1,2,112,Regular,1,Loyal Customers,0,1
13347.0,70,8,341.36,3,1,2,312,Regular,2,At Risk Customers,0,0
13348.0,64,14,233.76,3,1,1,311,Regular,2,At Risk Customers,0,0
13349.0,11,16,247.32,5,1,1,511,Loyal Customer,2,At Risk Customers,0,0
13350.0,16,40,979.12,5,3,3,533,Loyal Customer,2,At Risk Customers,0,0
13351.0,66,16,373.94,3,1,2,312,Regular,2,At Risk Customers,0,0
13352.0,60,24,397.98,3,2,2,322,Regular,2,At Risk Customers,0,0
13354.0,71,51,743.53,3,3,3,333,Regular,2,At Risk Customers,0,0
13355.0,122,32,674.7,3,2,3,323,Regular,2,At Risk Customers,0,1
13356.0,80,42,768.24,3,3,3,333,Regular,2,At Risk Customers,0,0
13357.0,257,394,3805.51,2,5,5,255,Regular,2,At Risk Customers,0,1
13358.0,269,29,439.03,2,2,2,222,Regular,1,Loyal Customers,0,1
13359.0,64,56,1043.31,3,3,3,333,Regular,2,At Risk Customers,0,0
13360.0,432,66,1553.65,1,3,4,134,Regular,1,Loyal Customers,0,1
13361.0,472,34,1450.5,1,2,4,124,Regular,1,Loyal Customers,0,1
13362.0,9,298,5394.07,5,5,5,555,Loyal Customer,2,At Risk Customers,0,0
13363.0,18,102,1723.86,5,4,4,544,Loyal Customer,2,At Risk Customers,0,0
13364.0,71,10,134.96,3,1,1,311,Regular,2,At Risk Customers,0,0
13365.0,34,128,2225.37,4,4,4,444,Loyal Customer,2,At Risk Customers,0,0
13366.0,50,1,56.16,4,1,1,411,Loyal Customer,2,At Risk Customers,0,0
13367.0,432,20,510.2,1,2,2,122,Regular,1,Loyal Customers,0,1
13368.0,257,52,1121.5,2,3,3,233,Regular,2,At Risk Customers,0,1
13369.0,366,14,308.28000000000003,2,1,2,212,Regular,1,Loyal Customers,0,1
13370.0,372,39,754.87,2,3,3,233,Regular,1,Loyal Customers,0,1
13371.0,505,92,2297.66,1,4,4,144,Regular,1,Loyal Customers,0,1
13372.0,90,23,378.64,3,2,2,322,Regular,2,At Risk Customers,0,0
13373.0,61,358,7587.19,3,5,5,355,Regular,2,At Risk Customers,0,0
13374.0,415,17,422.8,1,2,2,122,Regular,1,Loyal Customers,0,1
13375.0,89,71,1792.23,3,3,4,334,Regular,2,At Risk Customers,0,0
13376.0,99,53,1019.76,3,3,3,333,Regular,2,At Risk Customers,0,1
13377.0,397,78,1552.88,2,4,4,244,Regular,1,Loyal Customers,0,1
13379.0,26,97,572.56,4,4,2,442,Loyal Customer,2,At Risk Customers,0,0
13380.0,433,3,62.4,1,1,1,111,Regular,1,Loyal Customers,0,1
13381.0,32,356,8224.37,4,5,5,455,Loyal Customer,2,At Risk Customers,0,0
13382.0,281,86,1387.58,2,4,4,244,Regular,1,Loyal Customers,0,1
13383.0,544,1,305.28000000000003,1,1,2,112,Regular,1,Loyal Customers,0,1
13384.0,31,264,6680.83,4,5,5,455,Loyal Customer,2,At Risk Customers,0,0
13385.0,330,35,534.57,2,2,2,222,Regular,1,Loyal Customers,0,1
13386.0,414,31,835.46,1,2,3,123,Regular,1,Loyal Customers,0,1
13387.0,417,71,186.94,1,3,1,131,Regular,1,Loyal Customers,0,1
13388.0,131,69,1185.65,3,3,3,333,Regular,2,At Risk Customers,0,1
13389.0,11,51,797.96,5,3,3,533,Loyal Customer,2,At Risk Customers,0,0
13390.0,75,13,544.08,3,1,2,312,Regular,2,At Risk Customers,0,0
13391.0,204,1,59.8,2,1,1,211,Regular,2,At Risk Customers,0,1
13392.0,677,8,91.14,1,1,1,111,Regular,1,Loyal Customers,0,1
13393.0,584,69,1131.45,1,3,3,133,Regular,1,Loyal Customers,0,1
13394.0,2,409,6621.7,5,5,5,555,Loyal Customer,2,At Risk Customers,0,0
13395.0,185,81,1180.23,3,4,3,343,Regular,2,At Risk Customers,0,1
13396.0,29,43,1360.99,4,3,4,434,Loyal Customer,2,At Risk Customers,0,0
13397.0,73,89,3191.87,3,4,5,345,Regular,2,At Risk Customers,0,0
13398.0,192,39,670.34,2,3,3,233,Regular,2,At Risk Customers,0,1
13399.0,464,15,275.4,1,1,1,111,Regular,1,Loyal Customers,0,1
13400.0,583,23,310.83,1,2,2,122,Regular,1,Loyal Customers,0,1
13402.0,127,79,1226.85,3,4,4,344,Regular,2,At Risk Customers,0,1
13403.0,18,9,229.5,5,1,1,511,Loyal Customer,2,At Risk Customers,0,0
13404.0,1,11,252.49,5,1,1,511,Loyal Customer,2,At Risk Customers,0,0
13405.0,74,43,1213.811,3,3,3,333,Regular,2,At Risk Customers,0,0
13406.0,427,9,568.92,1,1,2,112,Regular,1,Loyal Customers,0,1
13407.0,579,85,2244.7,1,4,4,144,Regular,1,Loyal Customers,0,1
13408.0,2,826,50174.782,5,5,5,555,Loyal Customer,0,VIP Customers,0,0
13410.0,24,50,2201.96,4,3,4,434,Loyal Customer,2,At Risk Customers,0,0
13411.0,107,18,213.55,3,2,1,321,Regular,2,At Risk Customers,0,1
13412.0,620,34,487.35,1,2,2,122,Regular,1,Loyal Customers,0,1
13413.0,640,43,429.44,1,3,2,132,Regular,1,Loyal Customers,0,1
13414.0,134,55,2494.14,3,3,4,334,Regular,2,At Risk Customers,0,1
13415.0,473,101,784.17,1,4,3,143,Regular,1,Loyal Customers,0,1
13416.0,44,26,940.8,4,2,3,423,Loyal Customer,2,At Risk Customers,0,0
13417.0,5,77,1669.49,5,4,4,544,Loyal Customer,2,At Risk Customers,0,0
13418.0,12,537,11559.66,5,5,5,555,Loyal Customer,2,At Risk Customers,0,0
13419.0,64,16,221.06,3,1,1,311,Regular,2,At Risk Customers,0,0
13420.0,150,8,159.85,3,1,1,311,Regular,2,At Risk Customers,0,1
13421.0,40,265,4058.75,4,5,5,455,Loyal Customer,2,At Risk Customers,0,0
13422.0,64,127,2626.3,3,4,4,344,Regular,2,At Risk Customers,0,0
13423.0,429,12,217.03,1,1,1,111,Regular,1,Loyal Customers,0,1
13424.0,450,40,572.77,1,3,2,132,Regular,1,Loyal Customers,0,1
13425.0,108,177,3390.4300000000003,3,5,5,355,Regular,2,At Risk Customers,0,1
13426.0,1,343,8167.38,5,5,5,555,Loyal Customer,2,At Risk Customers,0,0
13427.0,19,52,1006.53,5,3,3,533,Loyal Customer,2,At Risk Customers,0,0
13428.0,10,138,478.54,5,4,2,542,Loyal Customer,2,At Risk Customers,0,0
13429.0,11,67,1006.8,5,3,3,533,Loyal Customer,2,At Risk Customers,0,0
13430.0,19,49,679.45,5,3,3,533,Loyal Customer,2,At Risk Customers,0,0
13431.0,67,129,3316.24,3,4,5,345,Regular,2,At Risk Customers,0,0
13432.0,571,111,439.1,1,4,2,142,Regular,1,Loyal Customers,0,1
13433.0,501,24,658.32,1,2,3,123,Regular,1,Loyal Customers,0,1
13434.0,74,35,1666.86,3,2,4,324,Regular,2,At Risk Customers,0,0
13435.0,5,149,4447.33,5,4,5,545,Loyal Customer,2,At Risk Customers,0,0
13436.0,2,12,196.89,5,1,1,511,Loyal Customer,2,At Risk Customers,0,0
13437.0,14,167,3408.06,5,4,5,545,Loyal Customer,2,At Risk Customers,0,0
13438.0,547,1,46.5,1,1,1,111,Regular,1,Loyal Customers,0,1
13439.0,255,167,986.61,2,4,3,243,Regular,2,At Risk Customers,0,1
13440.0,423,59,1295.25,1,3,4,134,Regular,1,Loyal Customers,0,1
13441.0,92,38,720.9,3,3,3,333,Regular,2,At Risk Customers,0,1
13442.0,667,38,419.87,1,3,2,132,Regular,1,Loyal Customers,0,1
13443.0,449,200,1273.16,1,5,4,154,Regular,1,Loyal Customers,0,1
13444.0,374,57,619.08,2,3,3,233,Regular,1,Loyal Customers,0,1
13445.0,626,7,241.9,1,1,1,111,Regular,1,Loyal Customers,0,1
13446.0,430,192,3881.89,1,5,5,155,Regular,1,Loyal Customers,0,1
13447.0,23,59,1129.14,4,3,3,433,Loyal Customer,2,At Risk Customers,0,0
13448.0,17,533,8745.93,5,5,5,555,Loyal Customer,2,At Risk Customers,0,0
13449.0,24,19,291.88,4,2,2,422,Loyal Customer,2,At Risk Customers,0,0
13450.0,27,147,4120.04,4,4,5,445,Loyal Customer,2,At Risk Customers,0,0
13451.0,26,1022,7090.06,4,5,5,455,Loyal Customer,0,VIP Customers,0,0
13452.0,259,3,729.8,2,1,3,213,Regular,2,At Risk Customers,0,1
13453.0,166,40,781.69,3,3,3,333,Regular,2,At Risk Customers,0,1
13454.0,641,23,219.87,1,2,1,121,Regular,1,Loyal Customers,0,1
13455.0,25,114,2212.99,4,4,4,444,Loyal Customer,2,At Risk Customers,0,0
13456.0,18,63,1766.72,5,3,4,534,Loyal Customer,2,At Risk Customers,0,0
13457.0,689,9,148.22,1,1,1,111,Regular,1,Loyal Customers,0,1
13458.0,7,485,11959.27,5,5,5,555,Loyal Customer,2,At Risk Customers,0,0
13459.0,625,73,1160.41,1,3,3,133,Regular,1,Loyal Customers,0,1
13460.0,29,17,183.44,4,2,1,421,Loyal Customer,2,At Risk Customers,0,0
13461.0,39,62,4160.0,4,3,5,435,Loyal Customer,2,At Risk Customers,0,0
13462.0,253,71,1153.85,2,3,3,233,Regular,2,At Risk Customers,0,1
13464.0,58,151,3097.64,4,4,5,445,Loyal Customer,2,At Risk Customers,0,0
13465.0,446,34,931.12,1,2,3,123,Regular,1,Loyal Customers,0,1
13466.0,184,55,1013.35,3,3,3,333,Regular,2,At Risk Customers,0,1
13467.0,11,98,1071.91,5,4,3,543,Loyal Customer,2,At Risk Customers,0,0
13468.0,2,693,12793.28,5,5,5,555,Loyal Customer,0,VIP Customers,0,0
13469.0,653,6,82.4,1,1,1,111,Regular,1,Loyal Customers,0,1
13470.0,99,10,165.0,3,1,1,311,Regular,2,At Risk Customers,0,1
13471.0,1,254,2501.84,5,5,4,554,Loyal Customer,2,At Risk Customers,0,0
13472.0,464,28,592.24,1,2,2,122,Regular,1,Loyal Customers,0,1
13473.0,61,70,2657.76,3,3,4,334,Regular,2,At Risk Customers,0,0
13474.0,236,126,646.59,2,4,3,243,Regular,2,At Risk Customers,0,1
13475.0,191,86,1431.78,2,4,4,244,Regular,2,At Risk Customers,0,1
13476.0,179,106,2061.4700000000003,3,4,4,344,Regular,2,At Risk Customers,0,1
13477.0,38,157,2819.17,4,4,4,444,Loyal Customer,2,At Risk Customers,0,0
13478.0,469,125,2215.78,1,4,4,144,Regular,1,Loyal Customers,0,1
13479.0,201,53,851.37,2,3,3,233,Regular,2,At Risk Customers,0,1
13480.0,417,41,627.82,1,3,3,133,Regular,1,Loyal Customers,0,1
13481.0,46,224,3830.84,4,5,5,455,Loyal Customer,2,At Risk Customers,0,0
13482.0,232,20,336.09,2,2,2,222,Regular,2,At Risk Customers,0,1
13483.0,66,10,140.34,3,1,1,311,Regular,2,At Risk Customers,0,0
13484.0,241,39,790.72,2,3,3,233,Regular,2,At Risk Customers,0,1
13485.0,233,158,3019.2200000000003,2,4,5,245,Regular,2,At Risk Customers,0,1
13486.0,78,69,1122.41,3,3,3,333,Regular,2,At Risk Customers,0,0
13487.0,58,49,846.87,4,3,3,433,Loyal Customer,2,At Risk Customers,0,0
13488.0,17,679,14205.96,5,5,5,555,Loyal Customer,0,VIP Customers,0,0
13489.0,105,14,449.52,3,1,2,312,Regular,2,At Risk Customers,0,1
13490.0,654,8,154.25,1,1,1,111,Regular,1,Loyal Customers,0,1
13491.0,52,261,4467.66,4,5,5,455,Loyal Customer,2,At Risk Customers,0,0
13492.0,136,50,1269.84,3,3,4,334,Regular,2,At Risk Customers,0,1
13493.0,275,8,618.63,2,1,3,213,Regular,1,Loyal Customers,0,1
13494.0,312,18,316.26000000000005,2,2,2,222,Regular,1,Loyal Customers,0,1
13495.0,8,133,4863.31,5,4,5,545,Loyal Customer,2,At Risk Customers,0,0
13496.0,11,35,653.33,5,2,3,523,Loyal Customer,2,At Risk Customers,0,0
13497.0,283,58,1166.8300000000002,2,3,3,233,Regular,1,Loyal Customers,0,1
13498.0,730,17,327.38,1,2,2,122,Regular,1,Loyal Customers,0,1
13499.0,18,42,1159.11,5,3,3,533,Loyal Customer,2,At Risk Customers,0,0
13500.0,23,85,1466.3,4,4,4,444,Loyal Customer,2,At Risk Customers,0,0
13501.0,288,114,2885.11,2,4,4,244,Regular,1,Loyal Customers,0,1
13502.0,17,33,780.5,5,2,3,523,Loyal Customer,2,At Risk Customers,0,0
13503.0,71,189,1859.24,3,5,4,354,Regular,2,At Risk Customers,0,0
13504.0,64,22,295.93,3,2,2,322,Regular,2,At Risk Customers,0,0
13505.0,73,215,4393.63,3,5,5,355,Regular,2,At Risk Customers,0,0
13506.0,316,81,1338.08,2,4,4,244,Regular,1,Loyal Customers,0,1
13507.0,3,162,2479.16,5,4,4,544,Loyal Customer,2,At Risk Customers,0,0
13508.0,244,28,287.05,2,2,2,222,Regular,2,At Risk Customers,0,1
13509.0,9,49,1114.72,5,3,3,533,Loyal Customer,2,At Risk Customers,0,0
13510.0,1,289,4558.29,5,5,5,555,Loyal Customer,2,At Risk Customers,0,0
13511.0,677,5,282.76,1,1,1,111,Regular,1,Loyal Customers,0,1
13512.0,261,39,713.39,2,3,3,233,Regular,2,At Risk Customers,0,1
13513.0,127,40,824.59,3,3,3,333,Regular,2,At Risk Customers,0,1
13514.0,74,21,815.9000000000001,3,2,3,323,Regular,2,At Risk Customers,0,0
13515.0,73,76,1265.82,3,4,4,344,Regular,2,At Risk Customers,0,0
13516.0,21,61,1685.26,4,3,4,434,Loyal Customer,2,At Risk Customers,0,0
13517.0,60,141,2128.42,3,4,4,344,Regular,2,At Risk Customers,0,0
13518.0,86,36,627.16,3,2,3,323,Regular,2,At Risk Customers,0,0
13519.0,78,19,343.21,3,2,2,322,Regular,2,At Risk Customers,0,0
13520.0,59,199,6606.0,4,5,5,455,Loyal Customer,2,At Risk Customers,0,0
13521.0,1,418,1071.73,5,5,3,553,Loyal Customer,2,At Risk Customers,0,0
13522.0,30,5,125.8,4,1,1,411,Loyal Customer,2,At Risk Customers,0,0
13523.0,33,201,4534.57,4,5,5,455,Loyal Customer,2,At Risk Customers,0,0
13524.0,41,27,680.1800000000001,4,2,3,423,Loyal Customer,2,At Risk Customers,0,0
13525.0,15,6,628.78,5,1,3,513,Loyal Customer,2,At Risk Customers,0,0
13526.0,738,44,1182.0,1,3,3,133,Regular,1,Loyal Customers,0,1
13527.0,34,443,4541.29,4,5,5,455,Loyal Customer,2,At Risk Customers,0,0
13529.0,79,15,307.76,3,1,2,312,Regular,2,At Risk Customers,0,0
13530.0,634,18,402.98,1,2,2,122,Regular,1,Loyal Customers,0,1
13531.0,205,75,1433.07,2,4,4,244,Regular,2,At Risk Customers,0,1
13532.0,34,66,210.31,4,3,1,431,Loyal Customer,2,At Risk Customers,0,0
13533.0,183,75,269.09,3,4,1,341,Regular,2,At Risk Customers,0,1
13534.0,2,392,7720.900000000001,5,5,5,555,Loyal Customer,2,At Risk Customers,0,0
13535.0,403,1,89.5,2,1,1,211,Regular,1,Loyal Customers,0,1
13536.0,1,178,3444.39,5,5,5,555,Loyal Customer,2,At Risk Customers,0,0
13537.0,426,42,717.85,1,3,3,133,Regular,1,Loyal Customers,0,1
13538.0,43,142,3103.13,4,4,5,445,Loyal Customer,2,At Risk Customers,0,0
13539.0,86,86,1569.36,3,4,4,344,Regular,2,At Risk Customers,0,0
13540.0,467,32,632.39,1,2,3,123,Regular,1,Loyal Customers,0,1
13541.0,427,10,785.25,1,1,3,113,Regular,1,Loyal Customers,0,1
13542.0,377,331,3959.49,2,5,5,255,Regular,1,Loyal Customers,0,1
13543.0,634,47,1439.61,1,3,4,134,Regular,1,Loyal Customers,0,1
13544.0,40,238,790.2,4,5,3,453,Loyal Customer,2,At Risk Customers,0,0
13545.0,391,54,364.93,2,3,2,232,Regular,1,Loyal Customers,0,1
13546.0,12,152,1086.24,5,4,3,543,Loyal Customer,2,At Risk Customers,0,0
13547.0,408,44,167.08,2,3,1,231,Regular,1,Loyal Customers,0,1
13548.0,96,184,901.44,3,5,3,353,Regular,2,At Risk Customers,0,1
13549.0,26,59,1005.8,4,3,3,433,Loyal Customer,2,At Risk Customers,0,0
13550.0,383,42,342.55,2,3,2,232,Regular,1,Loyal Customers,0,1
13551.0,319,5,244.2,2,1,1,211,Regular,1,Loyal Customers,0,1
13552.0,66,207,6948.92,3,5,5,355,Regular,2,At Risk Customers,0,0
13553.0,675,89,499.6,1,4,2,142,Regular,1,Loyal Customers,0,1
13554.0,380,196,1629.35,2,5,4,254,Regular,1,Loyal Customers,0,1
13555.0,74,397,8891.84,3,5,5,355,Regular,2,At Risk Customers,0,0
13556.0,429,9,200.82,1,1,1,111,Regular,1,Loyal Customers,0,1
13557.0,28,180,3032.26,4,5,5,455,Loyal Customer,2,At Risk Customers,0,0
13558.0,6,169,594.52,5,4,2,542,Loyal Customer,2,At Risk Customers,0,0
13559.0,513,2,990.0,1,1,3,113,Regular,1,Loyal Customers,0,1
13560.0,7,32,171.42000000000002,5,2,1,521,Loyal Customer,2,At Risk Customers,0,0
13561.0,216,229,1803.4,2,5,4,254,Regular,2,At Risk Customers,0,1
13562.0,82,196,4838.18,3,5,5,355,Regular,2,At Risk Customers,0,0
13563.0,84,49,777.53,3,3,3,333,Regular,2,At Risk Customers,0,0
13564.0,144,1200,16498.97,3,5,5,355,Regular,0,VIP Customers,0,1
13565.0,19,60,414.8,5,3,2,532,Loyal Customer,2,At Risk Customers,0,0
13566.0,41,366,1688.6,4,5,4,454,Loyal Customer,2,At Risk Customers,0,0
13567.0,428,201,1079.29,1,5,3,153,Regular,1,Loyal Customers,0,1
13568.0,173,43,187.05,3,3,1,331,Regular,2,At Risk Customers,0,1
13569.0,17,179,726.54,5,5,3,553,Loyal Customer,2,At Risk Customers,0,0
13570.0,243,27,239.49,2,2,1,221,Regular,2,At Risk Customers,0,1
13571.0,13,673,4537.26,5,5,5,555,Loyal Customer,2,At Risk Customers,0,0
13572.0,206,33,1384.25,2,2,4,224,Regular,2,At Risk Customers,0,1
13573.0,50,87,904.52,4,4,3,443,Loyal Customer,2,At Risk Customers,0,0
13574.0,411,91,404.45,1,4,2,142,Regular,1,Loyal Customers,0,1
13575.0,23,46,732.07,4,3,3,433,Loyal Customer,2,At Risk Customers,0,0
13576.0,10,268,11202.59,5,5,5,555,Loyal Customer,2,At Risk Customers,0,0
13577.0,25,168,3489.28,4,4,5,445,Loyal Customer,2,At Risk Customers,0,0
13578.0,409,9,147.66,2,1,1,211,Regular,1,Loyal Customers,0,1
13579.0,15,81,1374.34,5,4,4,544,Loyal Customer,2,At Risk Customers,0,0
13580.0,406,5,107.75,2,1,1,211,Regular,1,Loyal Customers,0,1
13581.0,309,33,280.53000000000003,2,2,1,221,Regular,1,Loyal Customers,0,1
13582.0,390,11,241.68,2,1,1,211,Regular,1,Loyal Customers,0,1
13583.0,156,96,1445.031,3,4,4,344,Regular,2,At Risk Customers,0,1
13584.0,307,80,385.7,2,4,2,242,Regular,1,Loyal Customers,0,1
13585.0,531,39,684.54,1,3,3,133,Regular,1,Loyal Customers,0,1
13586.0,541,20,127.28,1,2,1,121,Regular,1,Loyal Customers,0,1
13587.0,64,30,1673.5,3,2,4,324,Regular,2,At Risk Customers,0,0
13588.0,16,174,2478.95,5,5,4,554,Loyal Customer,2,At Risk Customers,0,0
13589.0,15,52,1120.74,5,3,3,533,Loyal Customer,2,At Risk Customers,0,0
13590.0,11,406,6336.04,5,5,5,555,Loyal Customer,2,At Risk Customers,0,0
13591.0,65,101,2093.94,3,4,4,344,Regular,2,At Risk Customers,0,0
13592.0,36,16,247.96,4,1,1,411,Loyal Customer,2,At Risk Customers,0,0
13593.0,108,408,5493.29,3,5,5,355,Regular,2,At Risk Customers,0,1
13594.0,53,33,533.32,4,2,2,422,Loyal Customer,2,At Risk Customers,0,0
13595.0,517,143,784.48,1,4,3,143,Regular,1,Loyal Customers,0,1
13596.0,6,146,664.11,5,4,3,543,Loyal Customer,2,At Risk Customers,0,0
13597.0,400,17,396.71,2,2,2,222,Regular,1,Loyal Customers,0,1
